_id,LOGRADOURO,ZONA,SITUACFISI,DATA,TELEFONE,GEOCODIGO,FONTE,ADMINISTRA,NUMERO,OPERACION,CLASSECNAE,MUNICIPIO,BAIRRO,NOMEABREV,SIGLAEXTEN,NOME,CEP,CODESCOLA,SITUACAO,ORIGEM,COORDX,COORDY,Id
1488,Rua Cravo,Desconhecido,"",jan/10,(27) 3032-7634,3205200,SEDU,Municipal,s/n,Sim,Fundamental,Vila Velha,Reserva,UMEF,Unidade Municipal de Ensino Fundamental,UMEF Reverendo Antônio da Siva Cosmo,29104-745,32100000,EM ATIVIDADE,"","-40,315151141813","-20,359506550595",1792
1489,Rua Mahatma Ghandi,Desconhecido,"",jan/10,(27) 3229-9256,3205200,SEDU,Privada,186,Sim,Fundamental,Vila Velha,IBES,"","",Escola Luterana,29108-060,32039476,EM ATIVIDADE,"","-40,3147388537277","-20,3465855964607",1793
1490,Rua Emidio Ferreira Sacramento,Desconhecido,"",jan/10,(27) 3229-9186,3205200,SEDU,Privada,110,Sim,Médio,Vila Velha,Aribiri,CE,Centro Educacional,CE Santa Rita de Cássia,29120-005,32039050,EM ATIVIDADE,"","-40,3146762855228","-20,3435574406865",1794
1491,Rua Lucindo Portela,Desconhecido,"",jan/10,"",3205200,SEDU,Privada,s/n,Não,Infantil,Vila Velha,Ibes,"","",Coelinho Sabido,29108-550,32073941,PARALISADA,"","-40,3146549396315","-20,3534719288061",1795
1492,Praca Assis Chateaubriano,Desconhecido,"",jan/10,(27) 3340-6010 / 3289-5050 / 3329-9857,3205200,SEDU,Privada,358,Sim,Fundamental,Vila Velha,Ibes,CE,Centro Educacional,CE Adventista do Ibes,29108-630,32039000,EM ATIVIDADE,"","-40,313674649549","-20,3511875339498",1796
1493,Rua Cravo,Desconhecido,"",jan/10,(27) 3139-9039,3205200,SEDU,Municipal,s/n,Sim,Infantil,Vila Velha,Brisamar,UMEI,Unidade Municipal de Ensino Infantil,UMEI Professora Nirlene de Oliveira Almeida,29104-475,32077050,EM ATIVIDADE,"","-40,3130673754483","-20,3604118986968",1797
1494,Rua Tuiuti,Desconhecido,"",jan/10,(27) 3229-0163,3205200,SEDU,Privada,5,Sim,Infantil,Vila Velha,Ibes,"","",Associação Creche São Vicente de Paulo,29109-020,32086407,EM ATIVIDADE,"","-40,3128749593382","-20,3537003976887",1798
1495,Rua Tuiuti,Desconhecido,"",jan/10,(27) 3339-3577,3205200,SEDU,Privada,179,Não,Fundamental,Vila Velha,Jardim Guadalajara,CE,Centro Educacional,CE Tales de Mileto,29109-020,32067267,PARALISADA,"","-40,3128358080978","-20,3540337170398",1799
1496,Avenida João Santos Filho,Desconhecido,"",jan/10,(27) 3223-3999,3205309,SEDU,Municipal,299,Sim,Fundamental,Vitória,Ilha de Santa Maria,EMEF,Escola Municipal de Ensino Fundamental,EMEF Padre Anchieta,29051-145,32040601,EM ATIVIDADE,"","-40,3192686385333","-20,3152540908806",1800
1497,Estrada Jerônimo Monteiro,Desconhecido,"",jan/10,(27) 3340-5667 / 3229-4196,3205200,SEDU,Privada,2463,Não,Fundamental,Vila Velha,Aribiri,EPG,Escola de Primeiro Grau,EPG Branca de Neve,29120-002,32039328,PARALISADA,"","-40,3193333370674","-20,3391857839489",1801
1498,Rua Couto Aguirre,Desconhecido,"",jan/10,(27) 3369-7942 / 3326-0399,3205200,SEDU,Municipal,49,Sim,Fundamental,Vila Velha,Paul,UMEF,Unidade Municipal de Ensino Fundamental,UMEF Graciano Neves,29115-050,32038950,EM ATIVIDADE,"","-40,3371740089022","-20,3295109896591",1802
1499,Rua Kalopi,Desconhecido,"",jan/10,(27) 3359-9017 / 3359-9216,3205200,SEDU,Municipal,s/n,Sim,Infantil,Vila Velha,Paul,UMEI,Unidade Municipal de Ensino Infantil,UMEI Corradino de Ciccio Padre Edmundo,29115-190,32070802,EM ATIVIDADE,"","-40,3371071633429","-20,3284472473356",1803
1500,Avenida Fernando Antônio da Silveira,Desconhecido,"",jan/10,(27) 3339-8491,3205200,SEDU,Estadual,97,Sim,Fundamental,Vila Velha,Santa Rita,EEEF,Escola Estadual de Ensino Fundamental,EEEF Professor Jorge Anisio Borjaille,29118-450,32039816,EM ATIVIDADE,"","-40,3362892722382","-20,3492897147326",1804
1501,Rua Júlia Lacourt Penna,Desconhecido,"",jan/10,(27) 3337-3316 / 3337-5199,3205309,SEDU,Municipal,1010,Sim,Infantil,Vitória,Jardim Camburi,CMEI,Centro Municipal de Educacão Infantil,CMEI João Pedro de Aguiar,29090-210,32072872,EM ATIVIDADE,"","-40,2683352625467","-20,2568622401345",1805
1502,Rua Depultado Otaviano Rodrigues de Carvalho,Desconhecido,"",jan/10,(27) 3395-3000,3205309,SEDU,Privada,360,Sim,Fundamental e Médio,Vitória,Jardim Camburi,"","",Colégio Salesiano Jardim  Camburi,29090-480,32074964,EM ATIVIDADE,"","-40,2637523088277","-20,2549955337447",1806
1503,Rua Victorino Cardoso,Desconhecido,"",jan/10,(27) 3337-3215,3205309,SEDU,Municipal,140,Sim,Fundamental,Vitória,Jardim Camburi,EMEF,Escola Municipal de Ensino Fundamental,EMEF Adevalni Sysismundo Ferreira de Azevedo,29090-820,32040164,EM ATIVIDADE,"","-40,2686347168568","-20,2513740772525",1807
1504,Rua Mario Batalha,Desconhecido,"",jan/10,(27) 3337-2717,3205002,SEDU,Privada,576,Sim,Fundamental,Serra,de Fátima,"","",Colégio Atuante,29160-781,32035977,EM ATIVIDADE,"","-40,2649192663583","-20,2502100942207",1808
1505,Rua Herwan Modenesi Wanderley,Desconhecido,"",jul/10,(27) 3395-2900,3205309,IJSN,Privada,s/n,Sim,Superior,Vitória,Jardim Camburi,FESV,Faculdade Estácio de Sá do Espírito Santo - Campus Vitória,FESV Faculdade Estácio de Sá do Espírito Santo - Campus Vitória,29090-640,1486,EM ATIVIDADE,"","-40,2706320348069","-20,2497487883213",1809
1506,Rua Rui Barbosa,Desconhecido,"",jan/10,(27) 3337-2819 / 3337-9140,3205002,SEDU,Estadual,451,Sim,Fundamental e Médio,Serra,de Fátima,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Clotilde Rato,29160-771,32036566,EM ATIVIDADE,"","-40,2637680940354","-20,2484900884861",1810
1507,Avenida Engenheiro Charles Bitran,Desconhecido,"",jan/10,(27) 3317-5309 / 3317-5315,3205309,SEDU,Estadual,251,Sim,Médio,Vitória,Jardim Camburi,EEEM,Escola Estadual de Ensino Médio,EEEM Professor Renato José da Costa Pacheco,29092-270,32079338,EM ATIVIDADE,"","-40,2717060592332","-20,2465719759012",1811
1508,Rua Rio Ipiranga,Desconhecido,"",jul/10,(27) 3337-4363 / 3237-1039,3205309,IJSN,Municipal,s/n,Sim,Fundamental,Vitória,Helio Ferraz,EMEF,Escola Municipal de Ensino Fundamental,EMEF Doutor Hélio Ferraz,29160-630,32035900,EM ATIVIDADE,"","-40,2694658119751","-20,2415540398286",1812
1509,Rua Rio Ipiranga,Desconhecido,"",jan/10,(27) 3337-4363,3205002,SEDU,Municipal,s/n,Sim,Fundamental,Serra,Hélio Ferraz,EMEF,Escola Municipal de Ensino Fundamental,EMEF Doutro Hélio Ferraz,29160-630,32035900,EM ATIVIDADE,"","-40,2694658119751","-20,2415540398286",1813
1510,Rua Rio Negro,Desconhecido,"",jan/10,(27) 3238-1125,3205002,SEDU,Municipal,s/n,Sim,Infantil,Serra,Hélio Ferraz,CMEI,Centro Municipal de Educação Infantil,CMEI Bem me Quer,29160-551,32036922,EM ATIVIDADE,"","-40,2678777514774","-20,24088739863",1814
1511,Rua dos Perdizes,Desconhecido,"",jan/10,(27) 3228-1348 / 3328-0135,3205002,SEDU,Estadual,s/n,Sim,Fundamental e Médio,Serra,Eurico Salles,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Belmiro Teixeira Pimenta,29160-390,32036558,EM ATIVIDADE,"","-40,2763146786223","-20,2377904700026",1815
1512,Rua Rubens Braga,Desconhecido,"",jan/10,(27) 3340-0515 / 3219-6377,3205200,SEDU,Municipal,s/n,Sim,Fundamental,Vila Velha,Boa Vista I,UMEF,Unidade Municipal de Ensino Fundamental,UMEF Rubem Braga,29102-640,32038771,EM ATIVIDADE,"","-40,3027180866511","-20,3542256473079",1816
1513,Avenida Leitão da Silva,Desconhecido,"",jan/10,(27) 3227-6942 / 3324-2592,3205309,SEDU,Estadual,s/n,Sim,Fundamental e Médio,Vitória,Praia do Suá,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Desembargador Carlos Xavier Paes Barreto,29052-110,32040717,EM ATIVIDADE,"","-40,3020633378029","-20,3101789555236",1817
1514,Avenida Leitão da Silva,Desconhecido,"",jan/10,(27) 3137-3589,3205309,SEDU,Estadual,s/n,Sim,Educação Especial,Vitória,Praia do Suá,CAP,Centro de Apoio Pedagógico Especializado,CAP Centro de Apoio Pedagógico ao Deficiente Visual,29052-111,32079117,EM ATIVIDADE,"","-40,3019629848515","-20,3106919919492",1818
1515,Avenida Leitão da Silva,Desconhecido,"",jan/10,(27) 3224-4188,3205309,SEDU,Estadual,s/n,Sim,Educação Especial,Vitória,Praia do Suá,NAAHS,Núcleo de Atendimento de Atividades de Altas Habilidades - Superdotação,NAAHS Núcleo de Atendimento de Atividades de Altas Habilidades - Superdotação,29052-111,32080611,EM ATIVIDADE,"","-40,3017845883831","-20,3098734840412",1819
1516,Rua Elias Tommasi Sobrinho,Desconhecido,"",jan/10,(27) 3334-6300,3205309,SEDU,Privada,154,Sim,Fundamental e Médio,Vitória,Santa Lúcia,CE,Centro Educacional,CE Leonardo da Vinci,29055-660,32040032,EM ATIVIDADE,"","-40,3015301959861","-20,3079594390551",1820
1517,Avenida Fernando Ferrari,Desconhecido,"",jan/10,(27) 3327-7017,3205309,SEDU,Privada,2194,Sim,Médio,Vitória,Goiabeiras,CEPES,Centro de Educação  Profissional do Espirito Santo,CEPES Centro de Educação Profissional do Espirito Santo,29075-010,32075219,EM ATIVIDADE,"","-40,297764105975","-20,2669275722004",1821
1518,Praça Coronel Leoncio Vieira Rezende,Desconhecido,"",jan/10,(27) 3337-1343,3205309,SEDU,Municipal,s/n,Sim,Infantil,Vitória,Jardim Camburi,CMEI,Centro Municipal de Educacão Infantil,CMEI Ana Maria Chaves Colares,29030-260,32076215,EM ATIVIDADE,"","-40,2630986881578","-20,26424321132",1822
1519,Rua Professora Clara Lima,Desconhecido,"",jan/10,(27) 3327-1543 / 3317-9955,3205309,SEDU,Municipal,63,Sim,Fundamental,Vitória,Antônio Honório,EMEF,Escola Municipal de Ensino Fundamental,EMEF Adão Benezath,29070-860,32041462,EM ATIVIDADE,"","-40,2982731812986","-20,2630935973303",1823
1520,Rua Maria Amália,Desconhecido,"",jan/10,(27) 3039-4561 / 3035-2970,3205200,SEDU,Privada,542,Sim,Infantil,Vila Velha,Jaburuna,AMIE,Associação Mobilizadora de Igrejas Evangélicas,Pró-Crianças Carentes,29123-130,32074492,EM ATIVIDADE,"","-40,3013556620373","-20,3353695695932",1824
1521,Rua José Motta Fraga,Desconhecido,"",jan/10,(27) 3134-9300 / 3134-9302,3205309,SEDU,Privada,480,Sim,Fundamental e Médio,Vitória,Maruípe,CAT,Centro de Atividades,CAT José Meira Quadros - SESI,29048-210,32039956,EM ATIVIDADE,"","-40,3189750185816","-20,2934803098746",1825
1522,Rua São Sebastião,Desconhecido,"",jan/10,(27) 3215-2936,3205309,SEDU,Municipal,s/n,Sim,Fundamental,Vitória,Resistência,EMEF,Escola Municipal de Ensino Fundamental,EMEF Rita de Cássia Silva Oliveira,29032-545,32075227,EM ATIVIDADE,"","-40,3187844085818","-20,2773824065633",1826
1523,Rua América do Sul,Desconhecido,"",jan/10,(27) 3325-9079 / 3315-3459,3205309,SEDU,Municipal,12,Sim,Infantil,Vitória,Resistência,CMEI,Centro Municipal de Educacão Infantil,CMEI Anísio Spínola Teixeira,29032-570,32064608,EM ATIVIDADE,"","-40,3185523884986","-20,2716380627936",1827
1524,Avenida Adolpho Cassoli,Desconhecido,"",jan/10,"",3205309,SEDU,Privada,230,Não,"",Vitória,São Cristóvão,"","",Escola Lua de Cristal,29043-040,32041055,PARALISADA,"","-40,3159336356405","-20,2946606611243",1828
1525,Avenida Adolpho Cassoli,Desconhecido,"",jan/10,(27) 3225-4670,3205309,SEDU,Municipal,198,Sim,Fundamental,Vitória,São Cristóvão,EMEF,Escola Municipal de Ensino Fundamental,EMEF Octacílio Lomba,29043-040,32079370,EM ATIVIDADE,"","-40,3158938883628","-20,2949655385465",1829
1526,Rua Luiz Gomes Tavares,Desconhecido,"",jan/10,(27) 3324-8330,3205309,SEDU,Municipal,s/n,Sim,Fundamental,Vitória,São Cristóvão,EMEF,Escola Municipal de Ensino Fundamental,EMEF Orlandina  D'Almeida Lucas,29048-250,32066031,EM ATIVIDADE,"","-40,3146948774298","-20,289777848781",1830
1527,Rua José Daniel Nunes,Desconhecido,"",jan/10,(27) 3325-5086 / 3324-7288,3205309,SEDU,Municipal,20,Sim,Infantil,Vitória,Joana D´arc,CMEI,Centro Municipal de Educacão Infantil,CMEI Doutor Thomaz Tommasi,29048-190,32063288,EM ATIVIDADE,"","-40,3144254254092","-20,2874722921512",1831
1528,Rua Luiz Gomes Tavares,Desconhecido,"",jan/10,(27) 3325-5433,3205309,SEDU,Municipal,s/n,Sim,Infantil,Vitória,São Cristóvão,CMEI,Centro Municipal de Educacão Infantil,CMEI Ocarlina Nunes Andrade,29048-250,32063032,EM ATIVIDADE,"","-40,3141717996777","-20,2898046039554",1832
1529,Rua José Martins Delazare,Desconhecido,"",jan/10,(27) 3325-5152,3205309,SEDU,Municipal,200,Sim,Fundamental,Vitória,Joana D´arc,EMEF,Escola Municipal de Ensino Fundamental,EMEF Professor Vercenílio da Silva Pascoal,29048-200,32040555,EM ATIVIDADE,"","-40,312821969925","-20,2839301025097",1833
1530,Rua Engenheiro Rubens Bley,Desconhecido,"",jan/10,(27) 3215-3361 / 3324-3032,3205309,SEDU,Estadual,100,Sim,Fundamental e Médio,Vitória,Maruípe,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Aflordízio Carvalho da Silva,29047-170,32040695,EM ATIVIDADE,"","-40,3112943194148","-20,2955812545603",1834
1531,Rua João Batista Martinho,Desconhecido,"",jan/10,(27) 3382-6739,3205309,SEDU,Municipal,195,Sim,Fundamental,Vitória,Santa Martha,EMEF,Escola Municipal de Ensino Fundamental,EMEF Marieta Escobar,29045-150,32040385,EM ATIVIDADE,"","-40,309489186409","-20,2913204351805",1835
1532,Rua Léa,Desconhecido,"",jan/10,(27) 3325-5425,3205309,SEDU,Municipal,s/n,Sim,Infantil,Vitória,Santa Martha,CMEI,Centro Municipal de Educacão Infantil,CMEI Maria Nazareth Menegueli,29045-145,32063024,EM ATIVIDADE,"","-40,3083562133086","-20,2877031608844",1836
1533,Avenida Maruípe,Desconhecido,"",jul/10,(27) 3324-4343,3205309,IJSN,Privada,2535,Sim,Superior,Vitória,Santa Martha,UNIVES,Faculdade de Ciências e Educação do Espírito Santo,UNIVES Faculdade de Ciências e Educação do Espírito Santo,29045-231,1596,EM ATIVIDADE,"","-40,3074911657611","-20,2907897710747",1837
1534,Rua Judith Maria Tovar Verejão,Desconhecido,"",jan/10,(27) 3345-2009,3205309,SEDU,Privada,151,Sim,Médio,Vitória,Enseada do Suá,"","",Escola Metropolitana de Educação Profissional,29050-360,32092008,PARALISADA,"","-40,3012708728555","-20,3043732116404",1838
1535,Avenida Nossa Senhora da Penha,Desconhecido,"",jan/10,(27) 3324-3694 / 2127-1158,3205309,SEDU,Privada,1661,Sim,Fundamental e Médio,Vitória,Santa Lúcia,"","",Escola Contec,29045-401,32065108,PARALISADA,"","-40,3006799581826","-20,2969178065639",1839
1536,Rua Constante Sodré,Desconhecido,"",jan/10,(27) 3227-2125,3205309,SEDU,Privada,475,Sim,Infantil e Fundamental,Vitória,Santa Lúcia,"","",Sociedade de Ensino Geração,29056-310,32040911,EM ATIVIDADE,"","-40,3005543630138","-20,3020742606362",1840
1537,Avenida Nossa Senhora da Penha,Desconhecido,"",jan/10,"",3205309,SEDU,Privada,1365,Não,"",Vitória,Santa Lúcia,CE,Centro Educacional,CE Brasileiro,29045-401,32040105,EXTINTA,"","-40,3000944166101","-20,2995997999364",1841
1538,Avenida Cesar Hilal,Desconhecido,"",jul/10,(27) 3227-8203,3205309,IJSN,Privada,1180,Sim,Superior,Vitória,Praia do Suá,SABERES,Faculdade Saberes,SABERES Faculdade Saberes,29052-231,1852,EM ATIVIDADE,"","-40,3001542803183","-20,3112353757043",1842
1539,Avenida Nossa Senhora da Penha,Desconhecido,"",jan/10,(27) 3315-5979,3205309,SEDU,Privada,136,Sim,Fundamental e Médio,Vitória,Santa Lúcia,CE,Centro Educacional,CE Nucleo de Educação Orientada,29045-401,32068719,EXTINTA,"","-40,2997710806732","-20,2991295565095",1843
1540,Rua João Azevedo,Desconhecido,"",jan/10,(27) 3225-8843,3205309,SEDU,Municipal,300,Sim,Infantil,Vitória,São Cristóvão,CMEI,Centro Municipal de Educacão Infantil,CMEI Nelcy da Silva Braga,29048-150,32063016,EM ATIVIDADE,"","-40,3129358675512","-20,2940081812888",1844
1541,Rua Constante Sodré,Desconhecido,"",jan/10,(27) 3434-1477,3205309,SEDU,Privada,655,Sim,"Infantil, Fundamental e Médio",Vitória,Santa Lúcia,CE,Centro Educacional,CE Primeiro Mundo,29055-420,32040040,EM ATIVIDADE,"","-40,299681756741","-20,3007994731427",1845
1542,Rua Fortunato Ramos,Desconhecido,Construída,jul/10,(27) 3345-7909,3205309,IJSN,Privada,25,Sim,Superior,Vitória,Santa Lúcia,CUSC,Centro Universitário São Camilo,Centro Universitário São Camilo,29056-020,"",EM ATIVIDADE,Mapeamento Realizado pela CGEO/IJSN,"-40,2987830396654","-20,3060963601966",1846
1543,Avenida Nossa Senhora da Penha,Desconhecido,"",jul/10,(27) 3315-6385,3205309,IJSN,Privada,699,Sim,Superior,Vitória,Santa Lúcia,FCHV,Faculdade de Ciências Humanas de Vitória,FCHV Faculdade de Ciências Humanas de Vitória,29055-131,740,EM ATIVIDADE,"","-40,2972272196546","-20,3054196142399",1847
1544,Ladeira Anthero Braído,Desconhecido,"",jan/10,(27) 3325-8407 / 3225-2333,3205309,SEDU,Municipal,110,Sim,Infantil,Vitória,Praia do Suá,CMEI,Centro Municipal de Educacão Infantil,CMEI Dom João Batista da Motta e Albuquerque,29052-220,32063415,EM ATIVIDADE,"","-40,2968747770712","-20,3123106204891",1848
1545,Avenida Desembargador Santos Neves,Desconhecido,"",jan/10,(27) 3227-1911 / 3324-2413,3205309,SEDU,Privada,787,Não,"",Vitória,Praia do Canto,"","",Escola Santa Barbara,29056-055,32041136,EXTINTA,"","-40,296818083589","-20,3096479463661",1849
1546,Avenida Desembargador Santos Neves,Desconhecido,"",jan/10,(27) 3235-7205,3205309,SEDU,Municipal,91,Sim,Fundamental,Vitória,Santa Lúcia,EMEF,Escola Municipal de Ensino Fundamental,EMEF Maria Leonor Pereira da Silva,29055-721,32095619,EM ATIVIDADE,"","-40,2968052826227","-20,3096718726847",1850
1547,Rua Fortunato Ramos,Desconhecido,Construída,jul/10,(27) 2123-2200,3205309,IJSN,Privada,512,Sim,Superior,Vitória,Praia do Canto,FINAC,Faculdade Nacional - Praia do Canto,FINAC Faculdade Nacional - Praia do Canto,29055-290,"",EM ATIVIDADE,Mapeamento Realizado pela CGEO/IJSN,"-40,2957474385874","-20,3024192147822",1851
1548,Rua Nelson Fernandes,Desconhecido,"",jan/10,(27) 3289-2678 / 3320-5900,3205200,SEDU,Privada,33,Sim,Infantil,Vila Velha,Ibes,"","",Creche Sementinha Ltda,29108-520,32073917,EM ATIVIDADE,"","-40,3125747887253","-20,3515727773892",1852
1549,Rua Bernardo Santos,Desconhecido,"",jan/10,(27) 3339-5391 / 3239-7516,3205200,SEDU,Municipal,s/n,Sim,Fundamental,Vila Velha,Santa Inês,UMEF,Unidade Municipal de Ensino Fundamental,UMEF Guilherme Santos,29108-220,32039123,EM ATIVIDADE,"","-40,3121231051972","-20,3505500633956",1853
1550,Rua Tuiuti,Desconhecido,"",jan/10,"",3205200,SEDU,Privada,s/n,Não,Infantil,Vila Velha,Jardim Guadalajara,"","",Escola Infância Feliz,29109-020,32039468,PARALISADA,"","-40,3120130779379","-20,3536336598661",1854
1551,Rua Bernardo Santos,Desconhecido,"",jan/10,(27) 3391-1580 / 3289-2315,3205200,SEDU,Municipal,1,Sim,Infantil,Vila Velha,Santa Inês,UMEI,Unidade Municipal de Ensino Infantil,UMEI Comecinho de Vida,29106-020,32065990,EM ATIVIDADE,"","-40,3113802012","-20,3502058788557",1855
1552,Rua do Almirante,Desconhecido,"",jan/10,(27) 3327-9231 / 3327-1131,3205309,SEDU,Estadual,s/n,Sim,Fundamental e Médio,Vitória,Goiabeiras,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Almirante Barroso,29075-180,32041560,EM ATIVIDADE,"","-40,2994688710916","-20,2669175863056",1856
1553,Rua São José,Desconhecido,"",jan/10,(27) 3219-0011 / 3139-9045,3205200,SEDU,Municipal,s/n,Sim,Infantil,Vila Velha,Dom João Batista,UMEI,Unidade Municipal de Ensino Infantil,UMEI Maria da Gloria Rauta,29120-160,32076665,EM ATIVIDADE,"","-40,3189817252426","-20,3375032669477",1857
1554,Ladeira Manoel Mindela,Desconhecido,"",jan/10,(27) 3322-2162,3205309,SEDU,Municipal,340,Sim,Infantil,Vitória,Ilha de Santa Maria,CMEI,Centro Municipal de Educacão Infantil,CMEI Luiz Carlos Grecco,29051-085,32063067,EM ATIVIDADE,"","-40,3169014150564","-20,3158547646569",1858
1555,Rua Professor Telmo de Souza Torres,Desconhecido,"",jan/10,(27) 3329-3415,3205200,SEDU,Privada,64,Não,Fundamental,Vila Velha,Centro,CE,Centro Educacional,CE Lirios do Campo,29101-295,32073011,PARALISADA,"","-40,2879597187125","-20,333330152459",1859
1556,Rua Jairo de Mattos Pereira,Desconhecido,"",jan/10,(27) 3329-3275,3205200,SEDU,Privada,21,Sim,Fundamental e Médio,Vila Velha,Praia da Costa,"","",Colégio Philipe Perrenoud,29101-310,32076860,PARALISADA,"","-40,2860119080855","-20,3385990999455",1860
1557,Rua Quinze de Novembro,Desconhecido,"",jul/10,(27) 3299-4245 / 3388-4220,3205200,IJSN,Municipal,461,Não,Educação Especial,Vila Velha,Praia da Costa,UMEE CRAPNEE,Unidade Municipal de Ensino Especial,UMEE CRAPNEE Centro de Referência,29100-031,32077599,EXTINTA,"","-40,2849307556056","-20,3349865729236",1861
1558,Avenida Hugo Musso,Desconhecido,"",jan/10,(27) 3229-9942,3205200,SEDU,Privada,s/n,Não,"",Vila Velha,Praia da Costa,"","",Sociedade Educacional Praia da Costa - Saber,29101-205,32038810,PARALISADA,"","-40,2837763696507","-20,336458193968",1862
1559,Avenida Hugo Musso,Desconhecido,"",jan/10,(27) 3229-7986 / 3349-9121,3205200,SEDU,Privada,330,Sim,Fundamental e Médio,Vila Velha,Praia da Costa,CE,Centro Educacional,CE Messina,29100-041,32038704,EM ATIVIDADE,"","-40,2834426952135","-20,3343002767348",1863
1560,Avenida Antonio Gil Veloso,Desconhecido,"",jan/10,(27) 3229-4188,3205200,SEDU,Privada,s/n,Sim,Fundamental,Vila Velha,Praia da Costa,CE,Centro Educacional,CE Praia da Costa,29101-010,32038194,EM ATIVIDADE,"","-40,2826853776441","-20,3381474967312",1864
1561,Rua Lucio Barcelar,Desconhecido,"",jan/10,(27) 3139-9050,3205200,SEDU,Privada,490,Sim,Fundamental,Vila Velha,Praia da Costa,"","",Colégio Americano Batista Praia da Costa,29101-030,32063563,EM ATIVIDADE,"","-40,2748370630481","-20,3292145110949",1865
1562,Rua Lúcio Bacelar,Desconhecido,"",jul/10,(27) 3139-9050,3205200,IJSN,Privada,490,Sim,Superior,Vila Velha,Praia da Costa,FABAVI,Faculdade Batista de Vitória - Campus Vila Velha,FABAVI Faculdade Batista de Vitória - Campus Vila Velha,29101-030,1063,EM ATIVIDADE,"","-40,2747927427886","-20,3296233779816",1866
1563,Rua Gastão Roubach,Desconhecido,"",jan/10,(27) 3329-2165 / 3329-4111,3205200,SEDU,Municipal,688,Sim,Infantil,Vila Velha,Praia da Costa,UMEI,Unidade Municipal de Ensino Infantil,UMEI Casulo do Vovô,29101-020,32066015,EM ATIVIDADE,"","-40,2740415453186","-20,3271474642809",1867
